text,label
Scanfil expect net sales in 2008 to remain at the 2007 level .,1
"SINGAPORE ( ICIS ) -- ( 1 ) Kemira and Indian water infrastructure firm ( 2 ) IVRCL have agree to form a join venture which include a new inorganic coagulant manufacture facility in Andhra Pradesh state , India , the Finnish water treatment chemicals maker say on Tuesday .",2
"SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waive all service fee incur during the months of July and November 2008 , to the tune of an estimate $ 1 million .",2
"SRV will raise its hold in the company so that by the summer of 2008 , it will have a majority .",2
"Systeemitiimi 's sales and project resources will also be strengthen , director Paul Skogberg say .",2
"Tallink claim the watertight doors of both Vana Tallinn and Regina Baltica , include their electrical systems , be fully in work order .",2
Talvivaara have secure a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and enter into a long-term zinc stream agreement with Nyrstar NV .,2
Tekla Group 's net sales for 2005 be approximately 38 million euros .,1
TeliaSonera have secure deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,2
"The 50-50 joint venture , to be call Nokia Siemens Networks , will be comprise of Nokia 's network business group and Siemens ' carrier-related operations , create estimate synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia say .",2
The acquisition of Boomeranger Boats Oy be in line with the Done Solutions strategy of develop its business through company acquisitions .,2
The action be expect to deliver annual cost save of some EUR15-20m .,2
"The agreement , which will cover monitor , maintenance , server capacity service and backups , have a one-year extension option .",1
The amendment will not incur additional cost .,1
The announce restructure will significantly decrease the Company 's indebtedness .,2
The company also say that its board of directors have propose a profit distribution of EUR0 .92 per share .,1
The company close last year with a turnover of about four million euros .,1
The company expect net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,1
The company expect sales revenue of RMB8 .0 billion in 2009 .,1
The company have export into about twenty European countries as well as to Africa .,1
The company be well position in Brazil and Uruguay .,2
The company report a loss for the period of EUR 0.4 mn compare to a loss of EUR 1.9 mn in the correspond period in 2005 .,2
The company 's net sales in 2009 total MEUR 307.8 with an operate margin of 13.5 per cent .,1
The company 's operate profit for 2006 stand at 39.6 mln euro ( $ 57.9 mln ) .,1
"The company 's profit total Ls 134,700 .",1
"The company target sales of Ls 27.1 mn ( Ls 23.498 mn ) and a profit of Ls 300,000 ( Ls 371,500 ) in 2007 .",1
The company turn to earn per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,2
The company will build altogether 130 new substations by the end of this year .,1
The diesel margin have remain high .,2
"The divestment be in line with the company 's plan to focus on select growth segment and streamline corporate structure , the company explain .",2
The divestment of Raisio 's margarine business in May 2009 give the company a clearer focus on grain-based products .,2
The earn in the comparative period include a capital gain of EUR 8mn from the sale of OMX share .,1
The Finnish textiles and clothe company Marimekko Corporation ( OMX Helsinki : MMO1V ) report on Wednesday ( 5 November ) an operate profit of EUR8 .1 m on net sales of EUR59m for the period from January to September 2008 .,1
The first quarter be as expect and be in line with analysts ' forecast .,1
"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",2
"The Group 's consolidate net sales for 2008 total 3.4 billion euros and it employ approximately 13,000 persons .",1
"The Group 's consolidate net sales for 2009 total 1.5 billion euros and it employ approximately 10,000 persons .",1
"The Group 's revenue amount to over EUR 80 million , about half of which be account for by export .",1
The Group 's revenue in 2008 amount to EUR 94 million and the company currently employ approximately 730 people .,1
The Group 's revenue in 2009 amount to EUR 70 million and the company currently employ approximately 780 people .,1
The group will expand the chain to include 45 store .,2
The insurance division turn a EUR120m profit .,1
The ISO certification demonstrate that we be move forward in our quality commitments to our customers . ',2
The offer represent a premium of 24 % over the stock 's close price on Friday .,2
"The recovery of demand that start toward the end of 2009 , continue in January-March 2010 .",2
The sale of the Healthcare Trade business support Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .,2
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,2
"The segment have an annual revenue of approximately EUR400m , the company say .",1
The soapstone deposit in the Medvezhyegorsk area be expect to increase Tulikivi 's current reserve considerably .,2
"Then , it say the contract be estimate to contribute more than EUR150m to its net sales in 2010 .",2
These measure be expect to produce annual cost save of EUR 1.5 million start in 2007 .,2
This will bring cost save of about EUR 3mn a year .,2
Through the acquisition Solteq will expand its solutions offer by Microsoft 's Dynamics business software products .,2
Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffold installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,2
"Via the move , the company aim annual save of some EUR3m , the main part of which be expect to be realize this year .",2
With this acquisition Panostaja Oyj further expand its business area specialise in digital print .,2
- Moody 's say it give P A1 long-term senior unsecured and P P-1 short-term debt rat to Finnish lender Aktia Bank 's EUR1bn USD1 .4 bn euro medium-term note EMTN program of 25 March 2011 .,1
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP have acquire solutions from US business integration solutions provider Sterling Commerce , the latter company say in a statement .",2
`` Leipurin be a grow and rapidly internationalize Group .,2
`` NTC have a geographical presence that complement Ramirent 's exist network and bring us closer to our customers in the East Bohemia region in the CzechRepublic . ``,2
"`` Several growth initiatives in the choose geographic areas be already ongoing , `` it continue , note Lindex open its first store in the Czech Republic this autumn in Brno .",2
"`` We have analyze Kaupthing Bank Sweden and find a business which fit well into Alandsbanken , `` say Alandsbanken 's chief executive Peter Wiklof in a statement .",2
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , say today it turn to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the correspond period last year .",2
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV say today it swing to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,2
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V say yesterday its net profit rocket to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lift its dividend proposal .",2
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V say Wednesday its net profit rocket to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lift its dividend proposal .",2
"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation award contract for Teleste Video Compression and Distribution Equipment .",2
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area provide marine cargo handle and offshore load handle solutions have receive significant offshore crane retrofit order .",2
CEO of the company Tarmo Noop say the growth in the sale of premium beers be the biggest .,2
"EBIT total EUR 14.4 mn , compare to a loss of EUR 0.3 mn in the correspond period in 2009 .",2
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V say yesterday it return to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .",2
Finnish consumer package manufacturer Huhtamaki Oyj say it swing to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,2
"Finnish dental care group Oral Hammaslaakarit Oyj post a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",2
"Finnish IT consultancy Satama Interactive Oyj post a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compare to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",2
"Finnish pulp and paper machinery maker Vaahto Group Oyj swing to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , end August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",2
Finnish silicon wafers manufacturer Okmetic Oyj say it swing to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,2
"Growth be strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .",2
"In the second quarter of 2010 , the company 's net profit be EUR1 .7 m compare to a net loss of EUR1 .3 m in April-June 2009 .",2
It therefore seem that Finnish ship company Viking Line will get the subsidy it need to order its new LNG-fuelled vessel .,2
"Jarmo Honkamaa , head of the oil refine business at Neste Oil , say the situation look promise from their viewpoint .",2
"ADP News - Feb 25 , 2009 - Finnish print circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V say today it swing to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",2
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V say today that it swing to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",2
"Mformation and Nokia note they have establish interoperability agreements that cover commercially prove , standards-based management of mobile devices , as well as mobile device security and mobile application management .",2
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",2
"Net sales will , however , increase from 2005 .",2
Operating profit total EUR 17.7 mn compare to EUR 17.6 mn in the correspond period in 2007 .,2
"Order intake , on the other hand , be expect to be stronger than in 2007 .",2
"Outokumpu of Finland , stainless steel manufacturer , plan to enter into a supply agreement with the Indian Railways .",2
"Profit after tax be EUR 0.1 mn , compare to EUR -0.4 mn the previous year .",2
Profit for the period be EUR 15.6 mn compare to EUR 14.1 mn in 2007 .,2
"Quarterly dilute EPS on continue operations come in at 0.21 eur , compare with last year 's 0.12 eur .",2
Rapala estimate its net sales for 2008 will increase by between 8.0 pct and 12 pct assume 2007 exchange rat .,2
"Raute post a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compare to a net loss of 299,000 euro $ 430,000 for the correspond period of 2006 .",2
Return on equity stand at 18.3 % compare to 15.4 % in the third quarter of 2005 .,2
"Russian export duties will activate harvest in Finland , and sales in Russia will increase also .",2
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announce that it have appoint LAN2LAN , a provider of IT service in the UK , to distribute its data security and manage file transfer software .",2
"The Bristol Port Company have seal a one million pound contract with Cooper Specialised Handling to supply it with four 45-tonne , customise reach stackers from Konecranes .",2
The company expect net sales to significantly increase from 2009 .,2
"The company 's net profit amount to EE 55.5 mn , which be 36 % more than in 2004 .",2
"The company say that it will supply the WCDMA 3G-HSPA radio network , include the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .",2
"The fair value of investment properties total EUR 2,299.9 mn , compare to EUR 2,229.5 mn in the correspond period in 2009 .",2
The fund at fair value will increase correspondingly .,2
The impact on TietoEnator 's net sales for 2008 from the purchase be expect to be some 11 mln euro $ 15.9 mln .,1
The optimization of the steel components heat process will reduce the energy consumption .,2
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grow in July .,2
These save will have full impact as of the begin of 2007 .,1
This assignment strengthen Poyry 's position as an international provider of engineer and project service to the chemical process industry .,2
This new partnership agreement represent a significant milestone for both party .,2
"Tiimari Latvian representative Ineta Zaharova say that the company earn LVL 122,000 in 2005 profit , which be 20 time more that in 2004 .",2
"Via the agreement , Ramirent will expand the range of equipment and service it deliver to Destia , Ramirent Finland 's manage director Kari Aulasmaa , say .",2
"Via the takeover , Panostaja further expand its business area specialise in digital print , which since previously consist of the subsidiaries Kopijyva Oy and Sokonet Oy .",2
"- Inge Larsen ( CFO ) , 29,045 share , represent 0.50 % of the share capital .",1
The forecast for 2012 be 3.3 % .,1
"The share capital of Alma Media Corporation ( business ID 1944757-4 ) be EUR 45,031,513.80 and it be divide into 75,052,523 share .",1
The company be list on the Nordic Exchange in Helsinki .,1
"Incap Contract Manufacturing will carry out the manufacture for these agreements at its factory in Tumkur , near Bangalore .",1
"It will be operate by Nokia , and support by its Nokia NetAct network and service management system .",1
Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,1
"Finnish L & T Recoil , a company specialise in use oil regeneration , be build a facility in Hamina in Finland in 2008 .",1
The shop be locate in the capital region and the Paijat-Hame region .,1
The carrier say its Area travel agency be to sell most of its outlets to sister chain Suomen Matkatoimisto ( SMT ) and use its remain bricks-and-mortar presence to primarily target business customers go forward .,1
The annual net sales of the unit be some EUR 5 million and it currently employ some 55 people .,1
"On the follow workday customers can check from their home computers how their purchase be divide between different ingredient group , how much energy various products contain and what be the nutritional content of all purchase .",1
Name of Company in which hold have be acquire : Citycon Oyj 2 .,1
"BasWare be headquarter in Espoo , Finland .",1
"The store be locate in Poznan in a shop center name Pestka , the company add .",1
"The other seat would go to Edgar Edmonds , an American with experience of the clothe and retail industry , and Christian Fischer , an Austrian with experience in the winter sport goods business .",1
"Following its strategy , Tikkurila have establish a fully-owned sales company TOO Tikkurila in Almaty , Kazakhstan , for market decorative paint under the Finnish Tikkurila brand and the Russian Teks brand .",1
Asian traffic decline by 3.4 per cent .,0
"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",1
"Raute , headquarter in Nastola , Finland , be a technology company serve the wood products industry worldwide .",1
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",1
Atria will also buy the share of Kauhajoen Teurastamokiinteistot Oy ( Kauhajoki slaughterhouse property ) from Itikka Co-operative .,1
"The joint venture will invest about EUR 500,000 in production technology straight away .",1
He will report to CapMan Plc 's CEO Heikki Westerlund .,1
The price will be specify at the completion date .,1
A total of $ 78 million will be invest in the project .,1
"Finnish IT consultancy Satama Interactive Oyj say on November 13 , 2006 that Jarmo Lonnfors take up the position of CEO .",1
"H1 '08 H1 '07 Q2 '08 Q2 '07 in mln euro , unless otherwise state Net sales 386 328.6 201 160.7 Operating profit 46.3 35.8 23.2 9.5 Pre-tax profit 33.6 26.9 18.7 5.1 Net profit 25.1 25.4 14 4.0 EPS in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com",1
"` Nordea 's definitely too big for Sampo to acquire , ' say an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",1
`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market .,1
`` There be no room to modify the share component as we have already indicate . ``,1
`` We could be there .,1
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext . 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",1
"128,538 share can still be subscribe for with Series E share options , max .",1
"561,470 new share under 2003 option right plan Packaging company Huhtamaki Oyj report on Monday that a total of 561,470 new share of the company have be issue base on share subscriptions under its 2003 option right plan .",1
"A meet for the media and analysts will be hold on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A . The Interim report will be present by Stonesoft 's CEO Ilkka Hiidenheimo .",1
A meet of Glisten shareholders to vote on the bid will be hold on 12 March .,1
"A replay will be available until 27 October 2006 in the follow number : US callers : +1 617-á801-á6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 .",1
"A spokesman say : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firm up follow consultation with the council and local community regard appropriate use and occupiers . ``",1
"A total of 185 Wonderware Certified SIs be available to integrate and support Wonderware products such as InTouch - « HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software .",1
A . Le Coq have a market share of 41.3 percent and rival beverage group Saku 32.1 percent .,1
"About 36 % of this come from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",1
"About 72 % of Evraz Group share be own by Lanebrook , whose beneficiaries , on the one hand , be Millhouse , the hold company for the assets of billionaire Roman Abramovich and his business partner 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",1
Absolut Bank be explore the possibility of further borrow .,1
Aker Yards Finland will begin use Chinese subcontractors at its Finnish shipyards .,1
Finnish food industry company HK Ruokatalo and Atria will form a joint venture company call L+ñnsi-Kalkkuna to produce turkey meat .,2
Finnish food industry company L+ñnnen Tehtaat be plan change to its fish product business .,1
Finnish property investment company Citycon plan to issue direct subordinate convertible bond to institutional investors .,1
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , have purchase a warehouse with grind lease right in the Port of Hamina .",1
"In Finland , metal sector company Componenta be lay off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",0
"Member of the HK Ruokatalo Group in Finland , Scan , be launch a joint venture slaughterhouse with Team Ugglarp in Sk+Ñne , southern Sweden .",1
"The largest construction company in Finland , YIT Corporation , be to acquire 70 % of the share in the Slovak construction company Reding Bratislava .",1
"According to business media report , Usmanov plan to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merge RosTelecom .",1
"According to CEO Hannu Syrj+ñnen , a new common name and visual identity be require as the group have grow and internationalise .",1
"According to Gallup Food and Farm Facts , beef consumption total 99mn kilos in Finland in 2007 .",1
"According to him , construction work will start in spring 2007 , and the facility be to be commission in spring 2008 .",1
"According to Soosalu , particular attention be pay to residents privacy and security in the design of the Aleksandri Street build .",1
"According to statistics by the Finnish Maritime Administration , ship do not increase much in January-August 2009 , however .",1
"According to the company , a decision in the issue will be make in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",1
"According to the company , the lay-offs will be temporary .",1
"According to the Finnish-Russian Chamber of Commerce , all the major construction company of Finland be operate in Russia .",1
"According to the notification , the hold of Ameriprice Inc. and its group company be now in total 808,973 share , which represent 3.582 % of Tekla -¦ s share and vote right .",1
"According to the report , Elisa 's and DNA 's joint market share of Finland 's telecom market be 59 % .",1
"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .",1
"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",1
Ahlstrom 's share be quote on the NASDAQ OMX Helsinki .,1
Ahlstrom 's share be quote on the NASDAQ OMX Helsinki .,1
Airbus will attempt to evacuate up to 873 people within 90 second .,1
"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , have develop a network device .",1
All right reserve .,1
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,1
"Alma Media hold 70 % of this company , the remain share be own by the company 's key employees .",1
Almost the entire office build will be occupy by Metso .,1
"Also , Westpac be to issue a benchmark , 18 month FRN deal in Euros .",1
Also the development of online businesses will continue .,1
As a part of the agreement 10 employees from the John Deere Forestry documentation function will transfer to DokuMentori Oy .,1
"As a result , a total of 82 employees would be give notice .",1
"As a result of the transaction , Sanoma Budapest have acquire a stake in the online store Egeszsegbolt .",1
"As an alternative to the share exchange , Panostaja offer a full cash consideration at the value of 1.27 euro $ 1.7 per share .",1
"As part of the reorganisation measure that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 .",0
"As report June 26 , `` both circuit continue to alternately report the track as vacant and then occupy almost constantly from June 17 , when part of the track signal device be replace , to the time of the crash , accord to the Metro source . ``",1
at 9:00 EET Alma Media 's Annual Report for 2009 be schedule to be publish in calendar week 9 .,1
"At end-August , Sampo be Nordea 's biggest shareholder with a 20.6 % stake , follow by the state with 19.9 % .",1
"At first , Solteq 's service to company operate in the St. Petersburg area will include maintenance and material management systems and data collection solutions .",1
Autotank Group be part of Aspo 's Systems Division .,1
Basware Einvoices Oy will be merge into the parent company during the present fiscal period .,1
"Because the application can be consider as a hack application , it be classify by F-Secure as riskware .",1
"Before FKI , John Jiang have work in several general manager or senior business consultant position for international company in China .",1
"Besides , Pit-Produkt will enter the new segment .",1
"Bids or offer include at least 1,000 share and the value of the share must correspond to at least EUR4 ,000 .",1
CapMan make its initial investment in OneMed in June 2006 .,1
"CapMan say the deal 's effect on its cash flow for 2009 total EUR3 .4 m , but the transaction would not affect its financial result for 2009 as it be execute at fair value .",1
Catalysts segment include refinery catalysts and polyolefin catalysts product categories .,1
"Componenta be a metal sector company with international operations and production plant locate in Finland , the Netherlands , Sweden and Turkey .",1
"Comptel Corporation Sami Ervio President and CEO , Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver service flexibly and charge them effectively .",1
"Consisting of seven interconnect units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",1
"Construction work on the Helsinki Music Centre be to start this autumn , with the total cost of the project estimate at 140 million euros .",1
COPYRIGHT AFX News and AFX Financial News Logo be register trademark of AFX News Limited,1
"Cramo , headquarter in Vantaa , Finland , rent construction machinery and equipment , as well as rent and sell modular space .",1
Currency conversions be base on exchange rat at the time of the deal .,1
"Currently the Terminator lure be produce in a subcontract facility in Mexico but the manufacture will be transfer to Rapala 's factory in Shenzhen , China .",1
"Destia Oy be a Finnish infrastructure and construction service company build , maintain and design traffic rout , industrial and traffic environments , but also complete live environments .",1
"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",1
Dutch publisher De Vijver say today it have agree to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,1
Each share be entitle to one vote .,1
Each year the dividend be deduct from the subscription price .,1
Earnings per share EPS amount to EUR0 .01 .,1
Earnings per share be EUR -0.04 -0.06 .,1
Elcoteq have a global network of After Market Service sit which have a long experience in serve Consumer Electronics and Systems Solutions customers .,1
Elcoteq SE be list on the Nasdaq OMX Helsinki Ltd. .,1
Electronic versions require 24-48 hours as each copy be customize to the client with digital control and custom watermarks .,1
"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .",1
"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador have commission Poyry to prepare a feasibility study for a new urban rapid mass transit system .",1
"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current task in spring 2009 for a similar position outside the Sanoma Group .",1
"Ethanol would be make from barley , and production could start in 2008 .",1
"EXEL COMPOSITES IN BRIEF Exel Composites be a technology company which design , manufacture and market composite profile and tube for industrial applications .",1
Exel be headquarter in Mantyharju in Finland .,1
facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V say today that it will build the frame and the facades in a tower construction project in Riga .,1
Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans be move !,1
"Financial Statements include the consolidate financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .",1
"FinancialWire tm be not a press release service , and receive no compensation for its news , opinions or distributions .",1
Finnish Bank of +àland will launch its long-term pension save account at the begin of June 2010 .,1
Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V say on Friday 14 November that its furniture business segment Incap Furniture have conclude personnel negotiations that be start at the end of September .,1
"Finnish metal components supplier Componenta on December 26 , 2006 apply for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remain share in iron and aluminium cast producer Doktas Dokumculuk .",1
"Finnish Sampo-Rosenlew manufacture approximately seven forest machine monthly , and about half of machine be export .",1
Finnlines have six ship under construction in China with deliveries schedule between the first quarter of 2011 and the final quarter of 2012 .,1
Finnlines will announce in week 17 of 2006 what measure it will take to tackle the situation .,1
"Following the issue , the new share will constitute 10 percent of the firm 's capital .",1
"For the purpose of the possible acquisition , PKC would establish a subsidiary in Poland .",1
"Founded in 1923 , Finnair be one of the world 's oldest airlines and fly to 60 destinations with a fleet of 63 aircraft , employ 9,500 people .",1
"GeoSentric be acquire extra finance by issue a maximum of 220,000 new share and a convertible bond with subscription right for 880,000 share , which have be fully subscribe .",1
"Glaston 's share GLA1V be list on the NASDAQ OMX Helsinki , Mid Cap List .",1
Grounds for the notification : Tiimari Plc 12/30/2010 issue Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,1
Growth be expect to continue in 2008 .,2
GyPSii service support ten different languages include Korean and Russian .,1
He confirm his view on July 6 .,1
He be a member of the Board of numerous com-panies and a shareholder of the Boardman Ltd board specialist net-work .,1
"HELSINKI AFX - Cargotec say it have buy a 95 pct stake in Indital Construction Machinery Ltd , a Bangalore-based company that make fork lift truck and mobile crane , for an undisclosed sum .",1
"HELSINKI AFX - Cramo say it have agree to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",1
"Helsinki-based Componenta buy Turkish list company Doktas in October 2006 for 89 million euros , make it the largest Finnish investment in Turkey to date .",1
"However , the offer will probably not be make at the current valuation , which partly derive from the deal in which the company be merge into a stock market shell .",1
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts be hold in Espoo , September 16 , 2008 start at 13.30 pm Finnish time .",1
"I can say categorically , no , ' Wahlroos be quote as say by the paper , when ask about Sampo 's interest in make a bid for RSA .",1
"If Honkarakenne start production there , it will need a partner for sawmill operations .",1
"In addition , the exist service counter area in the reception hall will be rebuild and access provide to local rail connections .",1
"In addition a reduction of nine persons will be make through pension or other arrangements , the company add .",1
"In addition to the Tulikivi Corporation , he be also currently a member of the Board of the follow company : Altia Corporation , J+ñrvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .",1
"In future , the plant will focus on the production of flange profile for wind farm tower .",1
In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,1
"In the Baltic countries , Atria 's target be organic growth .",1
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m . INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",1
IonPhasE 's second major owner be venture capital firm Aura Capital .,1
"Iso Omena be base in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",1
"ITG 's share in the deal be estimate at some 500,000 euro $ 627,000 .",1
"Its customers include local company Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",1
"Ixonos estimate that it will hire 20 specialists in mechanical engineer , electronics design , and R & D for its new unit in Jyvaeskylae by the end of 2009 .",2
"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",1
"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .",1
"Kemira , headquarter in Helsinki , Finland , be an international chemicals group comprise the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",1
Kemira 's partner in the project be St. Petersburg Water Works .,1
Kershaw take up the position with immediate effect from her previous role as market manager of Sankey Home & Garden Products .,1
KONE be list on the Nordic Exchange in Helsinki .,1
"L & T be operative in Finland , Sweden , Latvia , Russia and Norway .",1
"Last week , however , Nokia announce that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operate system the foundation for Nokia mobile phone .",1
Latvia 's Stockmann shop mall be a subsidiary of Finland 's Stockmann Plc . .,1
"LEED be an internationally recognize green build certification system , develop by the U.S. Green Building Council .",1
LONDON AFX - Fortum say it have agree to sell its industrial maintenance service operations to fund manage by CapMan for an undisclosed sum .,1
"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",1
"Maximum amount of terminations in Finland be 40 employees , the company add .",1
Measures will be launch immediately and be due to be finalize in the first quarter of 2010 .,1
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own share with the fund derive from its divestment of the Uruguay operations , and share in Pohjolan Voima , and by utilise its exist finance facilities .",1
Metso 's delivery will include a complete coat board line with relate air systems and two winders .,1
Mobile data transfer be expect to increase explosively in the LTE era .,1
Most of the dividend will go to the Grimaldi family .,1
"mr Bakman see also expansion options on the Tallinn-Helisnki link , claim however , that operate the link with only a single ship be not enough .",1
"M-real Corporation Press release on 3 November at 10:35 be M-real Corporation be the second best company in the materials sector include e.g . forest industry company in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",2
"M-Real say there be ` no ground ' for the rumor , which ` have be circulate in the market for some months . '",1
Neste Shipping be the most likely to remain Finnish as the oil sector and its transport be significant for emergency supply .,1
Net investment income,1
"no compensation for its news , opinions or distributions .",1
No financial detail be available .,1
